concept,label,value,numeric_value,unit,scale,period_start,period_end,period_type,fiscal_year,fiscal_period,filing_date,form_type,accession,data_quality,confidence_score,is_audited,is_estimated,statement_type
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",32471000000.0,32471000000.0,USD,,2018-10-01,2018-12-31,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",30571000000.0,30571000000.0,USD,,2019-01-01,2019-03-31,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",125843000000.0,125843000000.0,USD,,2018-07-01,2019-06-30,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",33717000000.0,33717000000.0,USD,,2019-04-01,2019-06-30,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",33055000000.0,33055000000.0,USD,,2019-07-01,2019-09-30,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",36906000000.0,36906000000.0,USD,,2019-10-01,2019-12-31,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",35021000000.0,35021000000.0,USD,,2020-01-01,2020-03-31,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",143015000000.0,143015000000.0,USD,,2019-07-01,2020-06-30,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",38033000000.0,38033000000.0,USD,,2020-04-01,2020-06-30,duration,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",111000000000.0,111000000000.0,USD,,,2020-06-30,instant,2020,FY,2020-07-30,10-K,0001564590-20-034944,high,0.9,True,False,
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,"Contract with Customer, Liability, Revenue Recognized",53542000000.0,53542000000.0,USD,,2018-07-01,2019-03-31,duration,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",80275000000.0,80275000000.0,USD,,2017-07-01,2018-03-31,duration,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",26819000000.0,26819000000.0,USD,,2018-01-01,2018-03-31,duration,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",92126000000.0,92126000000.0,USD,,2018-07-01,2019-03-31,duration,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",30571000000.0,30571000000.0,USD,,2019-01-01,2019-03-31,duration,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",75000000000.0,75000000000.0,USD,,,2019-03-31,instant,2019,Q3,2019-04-24,10-Q,0001564590-19-012709,high,0.9,False,False,
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,"Contract with Customer, Liability, Revenue Recognized",35086000000.0,35086000000.0,USD,,2018-07-01,2018-12-31,duration,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",53456000000.0,53456000000.0,USD,,2017-07-01,2017-12-31,duration,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",28918000000.0,28918000000.0,USD,,2017-10-01,2017-12-31,duration,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",61555000000.0,61555000000.0,USD,,2018-07-01,2018-12-31,duration,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",32471000000.0,32471000000.0,USD,,2018-10-01,2018-12-31,duration,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",72000000000.0,72000000000.0,USD,,,2018-12-31,instant,2019,Q2,2019-01-30,10-Q,0001564590-19-001392,high,0.9,False,False,
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,"Contract with Customer, Liability, Revenue Recognized",17058000000.0,17058000000.0,USD,,2018-07-01,2018-09-30,duration,2019,Q1,2018-10-24,10-Q,0001564590-18-024893,high,0.9,False,False,
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",24538000000.0,24538000000.0,USD,,2017-07-01,2017-09-30,duration,2019,Q1,2018-10-24,10-Q,0001564590-18-024893,high,0.9,False,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",29084000000.0,29084000000.0,USD,,2018-07-01,2018-09-30,duration,2019,Q1,2018-10-24,10-Q,0001564590-18-024893,high,0.9,False,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",71000000000.0,71000000000.0,USD,,,2018-09-30,instant,2019,Q1,2018-10-24,10-Q,0001564590-18-024893,high,0.9,False,False,
us-gaap:RevenueRemainingPerformanceObligationPercentage,"Revenue, Remaining Performance Obligation, Percentage",0.6,0.6,number,,,2018-09-30,instant,2019,Q1,2018-10-24,10-Q,0001564590-18-024893,high,0.9,False,False,
us-gaap:ContractWithCustomerLiabilityRevenueRecognized,"Contract with Customer, Liability, Revenue Recognized",65007000000.0,65007000000.0,USD,,2018-07-01,2019-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",96571000000.0,96571000000.0,USD,,2016-07-01,2017-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",24538000000.0,24538000000.0,USD,,2017-07-01,2017-09-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",28918000000.0,28918000000.0,USD,,2017-10-01,2017-12-31,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",26819000000.0,26819000000.0,USD,,2018-01-01,2018-03-31,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",110360000000.0,110360000000.0,USD,,2017-07-01,2018-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",30085000000.0,30085000000.0,USD,,2018-04-01,2018-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",29084000000.0,29084000000.0,USD,,2018-07-01,2018-09-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",32471000000.0,32471000000.0,USD,,2018-10-01,2018-12-31,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",30571000000.0,30571000000.0,USD,,2019-01-01,2019-03-31,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",125843000000.0,125843000000.0,USD,,2018-07-01,2019-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,"Revenue from Contract with Customer, Excluding Assessed Tax",33717000000.0,33717000000.0,USD,,2019-04-01,2019-06-30,duration,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,IncomeStatement
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",91000000000.0,91000000000.0,USD,,,2019-06-30,instant,2019,FY,2019-08-01,10-K,0001564590-19-027952,high,0.9,True,False,
us-gaap:CostOfRevenue,Cost of Revenue,25805000000.0,25805000000.0,USD,,2016-07-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,8060000000.0,8060000000.0,USD,,2017-01-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,28611000000.0,28611000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9269000000.0,9269000000.0,USD,,2018-01-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22200000000.0,22200000000.0,USD,,,2016-07-01,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,26656000000.0,26656000000.0,USD,,,2017-06-30,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,23955000000.0,23955000000.0,USD,,,2018-03-31,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueAdditions,"Deferred Revenue, Additions",37217000000.0,37217000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",24013000000.0,24013000000.0,USD,,,2017-06-30,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",21370000000.0,21370000000.0,USD,,,2018-03-31,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2643000000.0,2643000000.0,USD,,,2017-06-30,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2585000000.0,2585000000.0,USD,,,2018-03-31,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:DeferredRevenueRevenueRecognized1,"Deferred Revenue, Revenue Recognized",39918000000.0,39918000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-2929000000.0,-2929000000.0,USD,,2016-07-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-45000000.0,-45000000.0,USD,,2017-01-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-2780000000.0,-2780000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,91000000.0,91000000.0,USD,,2018-01-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:RevenueRemainingPerformanceObligation,"Revenue, Remaining Performance Obligation, Amount",61000000000.0,61000000000.0,USD,,,2018-03-31,instant,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",47754000000.0,47754000000.0,USD,,2016-07-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",14513000000.0,14513000000.0,USD,,2017-01-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",47338000000.0,47338000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:SalesRevenueGoodsNet,"Sales Revenue, Goods, Net (Deprecated 2018-01-31)",15114000000.0,15114000000.0,USD,,2018-01-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",70966000000.0,70966000000.0,USD,,2016-07-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",23212000000.0,23212000000.0,USD,,2017-01-01,2017-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",80275000000.0,80275000000.0,USD,,2017-07-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:SalesRevenueNet,"Revenue, Net (Deprecated 2018-01-31)",26819000000.0,26819000000.0,USD,,2018-01-01,2018-03-31,duration,2018,Q3,2018-04-26,10-Q,0001564590-18-009307,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,17745000000.0,17745000000.0,USD,,2016-07-01,2016-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,9901000000.0,9901000000.0,USD,,2016-10-01,2016-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,19342000000.0,19342000000.0,USD,,2017-07-01,2017-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,IncomeStatement
us-gaap:CostOfRevenue,Cost of Revenue,11064000000.0,11064000000.0,USD,,2017-10-01,2017-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,IncomeStatement
us-gaap:DeferredRevenue,Deferred Revenue,22200000000.0,22200000000.0,USD,,,2016-07-01,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,26656000000.0,26656000000.0,USD,,,2017-06-30,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenue,Deferred Revenue,23809000000.0,23809000000.0,USD,,,2017-12-31,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueAdditions,"Deferred Revenue, Additions",23096000000.0,23096000000.0,USD,,2017-07-01,2017-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",24013000000.0,24013000000.0,USD,,,2017-06-30,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueCurrent,"Deferred Revenue, Current",21309000000.0,21309000000.0,USD,,,2017-12-31,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2643000000.0,2643000000.0,USD,,,2017-06-30,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueNoncurrent,"Deferred Revenue, Noncurrent",2500000000.0,2500000000.0,USD,,,2017-12-31,instant,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:DeferredRevenueRevenueRecognized1,"Deferred Revenue, Revenue Recognized",25943000000.0,25943000000.0,USD,,2017-07-01,2017-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
us-gaap:IncreaseDecreaseInDeferredRevenue,Increase (Decrease) in Deferred Revenue,-2884000000.0,-2884000000.0,USD,,2016-07-01,2016-12-31,duration,2018,Q2,2018-01-31,10-Q,0001564590-18-001129,high,0.9,False,False,
